0.81,0.08,0.11,0,0,0,0,0,0,0,0,0,0
0.07,0.86,0.07,0,0,0,0,0,0,0,0,0,0
0.01,0.28,0.66,0.04,0.01,0,0,0,0,0,0,0,0
0,0.03,0.46,0.31,0.17,0.01,0.02,0,0,0,0,0,0
0,0,0.02,0.03,0.43,0.06,0.42,0.04,0,0,0,0,0
0,0,0,0,0.04,0.43,0.09,0.44,0,0,0,0,0
0,0,0,0,0,0.06,0.85,0.09,0,0,0,0,0
0,0,0,0,0,0,0.07,0.85,0.08,0,0,0,0
0,0,0,0,0,0,0,0.07,0.85,0.08,0,0,0
0,0,0,0,0,0,0,0,0.07,0.85,0.08,0,0
0,0,0,0,0,0,0,0,0,0.08,0.88,0.04,0
0,0,0,0,0,0,0,0,0,0.04,0.88,0.06,0.02
0,0,0,0,0,0,0,0,0,0,0.06,0.46,0.48
